filename,original_path,overall_quality,final_label,quality_pattern,recommendations,processing_time
OD_11592159.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592159.jpg,Bad Quality,BAD,NYNP,Use higher resolution camera or move closer; Ensure camera is properly focused on the eye; Adjust lighting angle to minimize reflections,4.494737148284912
OD_11592210.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592210.jpg,Not Assessed - Bad Lighting,BAD,,Ensure uniform lighting across the entire eye area,0.6656520366668701
OD_11592224.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592224.jpg,Bad Quality,BAD,NYNY,Use higher resolution camera or move closer; Ensure camera is properly focused on the eye,3.8409371376037598
OD_11592300.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592300.jpg,Not Assessed - Bad Lighting,BAD,,Ensure uniform lighting across the entire eye area,0.637617826461792
OD_11592310.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592310.jpg,Bad Quality,BAD,NYNP,Use higher resolution camera or move closer; Ensure camera is properly focused on the eye; Adjust lighting angle to minimize reflections,3.839874744415283
OD_11592343.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592343.jpg,Not Assessed - Bad Lighting,BAD,,Ensure uniform lighting across the entire eye area,0.6538093090057373
OD_11592372.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592372.jpg,Not Assessed - Bad Lighting,BAD,,Ensure uniform lighting across the entire eye area,0.6777033805847168
OD_11592381.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592381.jpg,Not Assessed - Bad Lighting,BAD,,Ensure uniform lighting across the entire eye area,0.6350648403167725
OD_11592409.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592409.jpg,Not Assessed - Bad Lighting,BAD,,Ensure uniform lighting across the entire eye area,0.8157978057861328
OD_11592448.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592448.jpg,Bad Quality,BAD,NYNY,Use higher resolution camera or move closer; Ensure camera is properly focused on the eye,3.7962584495544434
OD_11592452.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592452.jpg,Not Assessed - Bad Lighting,BAD,,Ensure uniform lighting across the entire eye area,0.6857678890228271
OD_11592458.jpg,C:\Users\shivam.prajapati\Desktop\tele_crop_images\OD_11592458.jpg,Not Assessed - Bad Lighting,BAD,,Ensure uniform lighting across the entire eye area,0.6716539859771729
